index,Anime Genres,Anime Members,Anime Score
1248,"['Action', 'Comedy', 'Romance']",355000.0,6.81
2895,"['Action', 'Fantasy', 'Ecchi']",355000.0,6.60
1299,"['Comedy', 'Romance']",354000.0,7.70
2094,"['Action', 'Mystery', 'Supernatural']",354000.0,8.07
2761,"['Comedy', 'Fantasy']",353000.0,7.40
1742,"['Drama', 'Sports']",352000.0,8.62
1933,"['Action', 'Adventure', 'Drama', 'Fantasy']",352000.0,7.67
1405,"['Drama', 'Romance']",352000.0,8.32
1891,"['Comedy', 'Fantasy', 'Romance', 'Supernatural']",352000.0,8.20
1168,['Romance'],351000.0,7.30
1023,"['Action', 'Adventure', 'Comedy', 'Fantasy']",349000.0,7.71
828,"['Drama', 'Mystery', 'Romance', 'Supernatural']",348000.0,7.11
894,"['Comedy', 'Romance']",346000.0,7.51
2808,"['Comedy', 'Ecchi']",345000.0,7.27
118,"['Action', 'Adventure', 'Comedy', 'Supernatural']",344000.0,7.76
1343,"['Comedy', 'Romance', 'SciFi', 'Ecchi']",344000.0,7.44
2342,"['Action', 'Comedy']",343000.0,6.90
2722,"['Comedy', 'Romance', 'SciFi']",343000.0,7.19
2143,"['Action', 'Romance', 'SciFi', 'Ecchi']",340000.0,6.32
755,"['Action', 'Adventure']",340000.0,7.35
2845,"['Mystery', 'Suspense']",339000.0,8.15
1794,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Supernatural', 'Ecchi']",339000.0,6.71
1378,"['Action', 'Drama']",337000.0,6.81
2846,"['Adventure', 'Fantasy']",335000.0,7.55
1406,"['Comedy', 'SciFi']",334000.0,7.01
2343,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",334000.0,6.63
1142,"['Comedy', 'Romance']",334000.0,7.57
372,"['Action', 'Drama', 'Horror', 'SciFi', 'Supernatural', 'Ecchi']",333000.0,7.00
609,"['Action', 'Ecchi']",333000.0,7.49
1300,"['Action', 'Horror', 'Mystery', 'Supernatural']",333000.0,6.53
425,"['Horror', 'Mystery', 'Supernatural']",333000.0,7.62
1191,"['Comedy', 'Drama', 'Romance']",333000.0,8.36
1486,"['Comedy', 'Fantasy']",332000.0,7.21
2344,"['Comedy', 'Romance', 'Ecchi']",330000.0,7.77
1659,"['Comedy', 'Romance']",326000.0,7.30
2095,"['Drama', 'Fantasy', 'Romance']",326000.0,7.98
804,['Comedy'],325000.0,7.87
1407,"['Action', 'Adventure']",325000.0,7.81
2198,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror', 'Supernatural']",325000.0,6.30
1660,"['Adventure', 'Fantasy', 'Romance', 'Ecchi']",325000.0,7.13
2197,"['Action', 'Horror', 'Mystery']",325000.0,7.26
1693,"['Comedy', 'SciFi']",325000.0,7.88
2450,"['Action', 'Comedy', 'Romance']",323000.0,7.45
2936,"['Action', 'Fantasy']",322000.0,7.37
689,['Suspense'],321000.0,8.28
1607,"['Comedy', 'Romance', 'Supernatural']",321000.0,8.02
2558,"['Action', 'Adventure']",320000.0,7.87
1301,"['Comedy', 'GirlsLove']",319000.0,7.58
1559,"['Action', 'Adventure', 'SciFi']",318000.0,7.46
1743,"['Drama', 'Mystery', 'SciFi']",317000.0,6.87
2762,"['SliceofLife', 'Supernatural']",317000.0,7.34
1522,"['Comedy', 'Drama', 'Romance']",316000.0,7.18
1024,"['Action', 'Drama', 'Suspense']",314000.0,7.96
2896,"['Mystery', 'SciFi']",314000.0,7.85
1249,['Drama'],312000.0,7.92
307,"['Comedy', 'Romance']",311000.0,7.90
1344,"['Comedy', 'Drama', 'Romance']",311000.0,8.54
308,"['Comedy', 'Drama', 'SliceofLife']",310000.0,8.29
1085,"['Comedy', 'SciFi', 'Ecchi']",310000.0,7.29
240,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'SciFi']",309000.0,7.81
1834,"['Action', 'Supernatural']",309000.0,7.57
1345,"['Action', 'Comedy', 'Supernatural']",309000.0,6.73
756,"['Comedy', 'Romance']",309000.0,7.68
1192,"['Action', 'Comedy', 'Gourmet']",308000.0,7.22
2199,"['Action', 'Adventure', 'Fantasy']",308000.0,7.25
1487,"['Action', 'Fantasy', 'Ecchi']",306000.0,7.07
1114,"['Action', 'Supernatural', 'Ecchi']",306000.0,6.36
173,"['Comedy', 'SliceofLife']",306000.0,7.97
2675,['Fantasy'],306000.0,5.93
2847,"['Action', 'Romance', 'SciFi', 'Supernatural']",306000.0,7.29
1226,"['Action', 'Drama', 'Romance', 'SciFi', 'Ecchi']",305000.0,6.82
2763,"['Comedy', 'Ecchi']",304000.0,6.51
1694,"['Action', 'Fantasy', 'Supernatural']",303000.0,7.01
2246,"['Comedy', 'Romance']",303000.0,7.30
2028,"['Action', 'Comedy', 'Drama']",302000.0,7.33
2559,['Romance'],301000.0,6.84
2897,"['Adventure', 'Comedy']",300000.0,8.14
2451,"['Drama', 'Romance']",299000.0,7.52
2247,"['Adventure', 'Mystery', 'SciFi', 'SliceofLife']",299000.0,8.20
2764,"['Drama', 'SciFi']",299000.0,7.88
1408,"['Comedy', 'Romance', 'SliceofLife']",298000.0,7.48
2404,"['Comedy', 'Drama', 'Romance', 'Sports']",298000.0,8.19
2898,"['Comedy', 'Romance']",297000.0,7.37
724,"['Comedy', 'Drama', 'Romance', 'SliceofLife']",297000.0,8.28
690,"['Action', 'Drama', 'Fantasy', 'Romance', 'Supernatural']",296000.0,7.56
1892,"['Action', 'SciFi']",296000.0,6.92
2452,"['Drama', 'GirlsLove', 'Romance']",295000.0,7.91
2200,"['Action', 'Adventure', 'Fantasy']",295000.0,7.66
610,"['Comedy', 'Drama', 'Mystery', 'Supernatural']",295000.0,7.99
2937,['Comedy'],295000.0,8.00
2809,"['Comedy', 'Drama', 'Romance']",295000.0,7.36
2201,"['Action', 'Horror', 'Mystery']",294000.0,7.40
1744,"['Comedy', 'SliceofLife']",294000.0,7.54
2810,['Comedy'],291000.0,8.08
805,"['Action', 'Fantasy']",290000.0,6.95
2509,['Comedy'],290000.0,7.90
1346,"['Action', 'Comedy', 'SciFi']",290000.0,9.04
2202,"['Comedy', 'Gourmet', 'SliceofLife']",289000.0,7.53
1250,"['Action', 'Mystery', 'Suspense']",288000.0,7.19
1251,"['Comedy', 'SciFi', 'SliceofLife']",288000.0,7.14
806,"['Fantasy', 'Horror', 'Mystery', 'Supernatural']",288000.0,8.43
1835,"['Action', 'Fantasy', 'Romance', 'Supernatural', 'Ecchi']",288000.0,6.83
1695,"['Comedy', 'Drama', 'Mystery']",287000.0,7.26
1893,"['Action', 'Fantasy', 'Romance', 'Supernatural']",285000.0,6.80
455,"['Drama', 'Romance', 'SliceofLife', 'Supernatural']",285000.0,7.28
1745,"['Adventure', 'Fantasy', 'Romance']",284000.0,7.62
2096,"['Action', 'SciFi']",283000.0,7.19
1302,"['AvantGarde', 'Comedy', 'Drama', 'Mystery']",283000.0,7.95
1488,"['Comedy', 'Fantasy', 'Romance', 'Ecchi']",283000.0,6.84
260,"['Action', 'Adventure', 'SliceofLife']",282000.0,8.29
533,"['Action', 'Comedy']",282000.0,8.07
2811,"['Comedy', 'Romance', 'Ecchi']",281000.0,6.52
1347,"['Comedy', 'Romance', 'Ecchi']",281000.0,6.45
291,"['Action', 'Comedy']",281000.0,8.04
1409,['Romance'],280000.0,7.25
1169,"['Action', 'Adventure', 'Fantasy']",280000.0,7.53
1059,['Drama'],280000.0,8.02
2848,"['Supernatural', 'Suspense']",280000.0,7.19
1193,"['Comedy', 'Romance', 'Ecchi']",280000.0,6.69
1523,"['Fantasy', 'Mystery', 'Romance']",280000.0,6.00
2938,"['Drama', 'Romance', 'SliceofLife']",279000.0,6.89
1452,"['Comedy', 'Romance']",278000.0,7.40
2510,"['Action', 'Drama', 'Fantasy', 'Romance']",278000.0,7.22
2297,"['Action', 'Comedy', 'SciFi']",277000.0,8.99
2812,"['Action', 'Adventure', 'Fantasy']",277000.0,5.44
829,"['Mystery', 'SciFi', 'Supernatural']",277000.0,6.32
2203,"['Comedy', 'Romance']",276000.0,7.20
2248,"['Drama', 'Romance', 'SliceofLife']",276000.0,7.24
1086,"['Comedy', 'Romance', 'SciFi', 'Supernatural', 'Ecchi']",276000.0,7.47
1348,"['Comedy', 'Drama', 'SliceofLife', 'Supernatural']",276000.0,7.49
1746,"['Adventure', 'Fantasy', 'Mystery', 'SliceofLife', 'Supernatural']",275000.0,8.70
2298,"['Drama', 'Romance', 'Ecchi']",275000.0,6.51
1349,['Action'],275000.0,7.52
2029,"['Action', 'Horror', 'Mystery', 'Supernatural']",274000.0,7.60
2985,"['Action', 'Adventure', 'SciFi']",274000.0,7.39
1982,"['Comedy', 'Romance', 'Ecchi']",272000.0,6.59
1608,"['Comedy', 'SliceofLife']",272000.0,8.09
2097,['Drama'],270000.0,8.58
2249,['Action'],269000.0,6.54
2453,"['Action', 'SciFi']",269000.0,7.13
961,"['Action', 'Comedy', 'GirlsLove', 'Romance', 'Ecchi']",269000.0,6.39
2454,"['Drama', 'Sports']",268000.0,8.40
2813,"['Adventure', 'Mystery', 'SciFi']",268000.0,8.10
2511,"['Drama', 'Romance', 'SliceofLife']",268000.0,7.50
1194,"['Action', 'Ecchi']",267000.0,6.34
508,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Ecchi']",266000.0,7.04
2623,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",266000.0,7.02
2624,"['Drama', 'GirlsLove', 'Horror']",265000.0,6.81
895,"['Comedy', 'Romance']",265000.0,7.44
2676,"['Comedy', 'Romance']",264000.0,7.35
2204,"['Action', 'Mystery', 'Supernatural']",264000.0,5.75
1170,"['Comedy', 'Romance']",264000.0,7.18
2560,"['Comedy', 'Romance', 'SliceofLife']",263000.0,7.57
2205,"['Action', 'Comedy', 'Fantasy', 'Romance', 'SciFi', 'Ecchi']",263000.0,6.14
2206,['Comedy'],262000.0,7.36
2899,"['Adventure', 'Drama', 'Fantasy', 'SliceofLife']",261000.0,7.83
1747,"['Comedy', 'SliceofLife', 'Ecchi']",260000.0,7.11
962,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Supernatural']",259000.0,8.20
2207,"['Action', 'Comedy', 'Drama', 'Supernatural']",258000.0,6.89
534,"['Drama', 'Romance', 'SliceofLife', 'Supernatural']",258000.0,7.96
426,"['Adventure', 'Comedy', 'SciFi']",257000.0,7.34
134,"['Drama', 'Fantasy', 'Mystery', 'SliceofLife']",256000.0,7.97
1609,"['Action', 'Comedy', 'Fantasy']",256000.0,7.05
1836,"['Comedy', 'Romance', 'Ecchi']",255000.0,6.71
1171,"['Action', 'Supernatural']",255000.0,7.62
1748,"['Action', 'GirlsLove']",253000.0,6.61
830,"['Comedy', 'Drama', 'Romance']",252000.0,8.09
963,"['Comedy', 'Romance']",251000.0,7.14
26,"['Comedy', 'Romance', 'SliceofLife', 'Ecchi']",251000.0,7.11
2765,"['Drama', 'Romance']",251000.0,7.91
1195,['Comedy'],250000.0,7.83
479,"['Comedy', 'Drama', 'Romance', 'SliceofLife']",250000.0,8.01
2849,"['Action', 'Supernatural']",250000.0,6.87
2814,"['Adventure', 'Comedy', 'Fantasy']",250000.0,5.55
992,['Sports'],249000.0,8.66
509,['Action'],249000.0,7.93
1196,"['Action', 'Adventure', 'Mystery', 'SciFi', 'Supernatural']",249000.0,7.50
2677,"['Fantasy', 'SliceofLife']",248000.0,8.01
2250,"['Comedy', 'Romance', 'Ecchi']",248000.0,6.25
2815,"['Comedy', 'Ecchi']",247000.0,6.42
2144,"['Comedy', 'SliceofLife', 'Supernatural']",247000.0,7.51
1983,"['Comedy', 'Fantasy', 'Romance', 'Supernatural']",246000.0,6.86
2345,"['Action', 'Adventure', 'Fantasy']",246000.0,7.08
1696,"['Comedy', 'GirlsLove', 'Romance', 'SliceofLife']",246000.0,6.97
691,"['Drama', 'Mystery', 'Romance']",244000.0,7.90
2939,"['Action', 'Adventure', 'Comedy', 'Fantasy']",244000.0,7.06
2678,"['Action', 'Fantasy', 'Supernatural']",244000.0,7.94
2850,"['Horror', 'Mystery', 'Supernatural', 'Suspense']",244000.0,7.20
1749,['SliceofLife'],242000.0,7.77
1661,"['Adventure', 'Fantasy', 'Mystery', 'SliceofLife', 'Supernatural']",242000.0,8.74
2766,"['Comedy', 'Romance', 'Ecchi']",241000.0,6.74
1795,"['BoysLove', 'Comedy', 'Romance']",241000.0,7.22
2851,"['Action', 'Drama', 'Fantasy']",241000.0,6.50
2561,"['Action', 'Drama', 'Romance', 'Supernatural']",241000.0,6.84
2405,['Comedy'],240000.0,7.71
2679,"['Action', 'SciFi', 'Suspense']",240000.0,7.46
896,"['BoysLove', 'Comedy', 'Drama', 'Romance']",240000.0,7.52
1984,"['Comedy', 'Romance', 'SciFi', 'Ecchi']",239000.0,7.45
2852,"['Action', 'Fantasy', 'Romance']",238000.0,6.63
1985,"['Action', 'Drama', 'Fantasy']",237000.0,6.33
1698,"['Action', 'Fantasy']",237000.0,5.98
1697,['Comedy'],237000.0,7.70
2251,['Comedy'],235000.0,7.33
897,"['Comedy', 'Romance', 'SliceofLife', 'Supernatural', 'Ecchi']",235000.0,6.40
1837,['Comedy'],235000.0,7.19
1410,"['Action', 'Comedy', 'Ecchi']",234000.0,7.03
1303,"['Drama', 'SliceofLife', 'Supernatural']",233000.0,8.58
2625,['Comedy'],232000.0,7.78
1986,"['Comedy', 'Romance']",232000.0,7.97
2853,"['Drama', 'Fantasy']",231000.0,6.79
2562,"['Action', 'Fantasy', 'Supernatural']",231000.0,6.44
210,"['Drama', 'Romance', 'SciFi']",231000.0,8.27
309,"['Drama', 'Mystery', 'SciFi', 'Supernatural', 'Suspense']",231000.0,8.15
2406,"['Action', 'Fantasy']",230000.0,7.09
1453,"['Drama', 'Romance']",230000.0,7.01
993,"['Drama', 'SliceofLife', 'Supernatural']",230000.0,8.55
1489,"['Drama', 'Romance', 'SliceofLife']",230000.0,7.63
2680,['Fantasy'],229000.0,6.36
1304,['Mystery'],228000.0,7.50
1115,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Supernatural', 'Ecchi']",228000.0,6.85
831,"['Action', 'Supernatural', 'Suspense']",228000.0,7.60
2626,"['Action', 'Supernatural']",227000.0,6.99
1197,"['Action', 'Drama', 'Fantasy', 'Romance', 'Supernatural']",227000.0,7.52
2455,"['Action', 'SciFi']",227000.0,6.81
964,"['Action', 'Supernatural', 'Ecchi']",227000.0,6.08
1750,"['Adventure', 'Comedy', 'Mystery', 'Supernatural']",226000.0,7.14
1379,"['Drama', 'SliceofLife', 'Supernatural']",226000.0,8.65
1172,"['Action', 'Comedy', 'Ecchi']",226000.0,7.29
1087,"['Comedy', 'Ecchi']",226000.0,7.05
261,"['Action', 'Drama', 'SciFi']",225000.0,7.76
1490,['Sports'],224000.0,8.11
2252,"['Drama', 'Horror', 'Mystery', 'Supernatural']",224000.0,5.03
2346,"['Action', 'Adventure', 'Fantasy', 'Supernatural']",224000.0,7.43
1491,['Sports'],222000.0,8.59
667,"['Drama', 'Romance', 'SliceofLife']",221000.0,7.26
832,['Sports'],219000.0,8.34
1934,"['Comedy', 'SciFi', 'Supernatural', 'Ecchi']",219000.0,6.93
1751,['Comedy'],219000.0,7.50
535,"['Horror', 'Mystery', 'Supernatural']",218000.0,7.77
1088,"['Comedy', 'SliceofLife']",218000.0,8.12
1524,"['Drama', 'SliceofLife', 'Sports']",218000.0,8.39
1752,"['Action', 'SciFi']",218000.0,7.65
1454,"['Comedy', 'Supernatural']",218000.0,7.69
2407,"['Fantasy', 'Gourmet', 'SliceofLife']",217000.0,7.38
2299,['Romance'],217000.0,6.29
211,"['Action', 'Romance', 'Supernatural']",216000.0,7.62
480,"['Action', 'Adventure', 'Fantasy', 'Romance', 'Supernatural']",216000.0,7.52
1492,"['Comedy', 'Drama', 'Sports']",216000.0,7.95
1662,"['Action', 'Drama', 'Horror', 'SciFi']",216000.0,7.01
2098,"['Comedy', 'Romance', 'SliceofLife']",215000.0,7.28
757,"['Action', 'Comedy', 'Romance']",215000.0,7.53
1116,"['Action', 'Drama', 'Romance', 'Supernatural']",215000.0,7.01
1252,"['Action', 'Comedy', 'Mystery']",214000.0,7.87
350,"['Action', 'Mystery', 'SciFi']",214000.0,8.52
2145,['Action'],214000.0,5.37
1060,"['Action', 'SciFi', 'Supernatural']",214000.0,7.23
1699,['Comedy'],212000.0,7.55
1987,"['Action', 'Adventure', 'Comedy', 'Supernatural']",212000.0,7.58
1253,['Comedy'],212000.0,8.22
2900,"['Comedy', 'Fantasy']",211000.0,7.37
1838,"['Action', 'Drama', 'SciFi']",211000.0,8.04
2563,"['Drama', 'Horror', 'Supernatural']",211000.0,6.52
2723,"['AvantGarde', 'Drama', 'Horror', 'Mystery', 'Supernatural']",211000.0,7.08
1610,"['Adventure', 'Fantasy', 'Mystery']",210000.0,7.31
1988,['Sports'],210000.0,7.16
2816,"['Action', 'Adventure', 'Fantasy']",210000.0,6.55
2253,"['Drama', 'Fantasy', 'Mystery']",210000.0,7.17
2817,"['Fantasy', 'Supernatural']",209000.0,7.20
1061,"['Comedy', 'Ecchi']",209000.0,6.70
1062,"['Horror', 'Mystery', 'Supernatural']",208000.0,7.06
2146,"['Drama', 'Horror', 'Mystery']",208000.0,5.50
1894,"['Action', 'SciFi', 'SliceofLife']",208000.0,6.84
868,"['Drama', 'Romance']",207000.0,7.30
965,"['Drama', 'Suspense']",206000.0,7.70
692,['Comedy'],206000.0,7.40
1254,"['BoysLove', 'Comedy', 'Drama', 'Romance']",206000.0,7.67
693,"['Action', 'Drama', 'SciFi']",206000.0,8.12
2030,['Drama'],206000.0,8.30
1611,"['Comedy', 'SliceofLife']",205000.0,7.64
1560,"['Action', 'Fantasy', 'Mystery', 'SciFi']",205000.0,7.10
1753,"['Comedy', 'Fantasy', 'Ecchi']",204000.0,6.44
2901,"['Action', 'SciFi']",204000.0,8.19
758,"['Action', 'Adventure', 'Fantasy']",204000.0,8.14
1117,"['Comedy', 'Romance', 'Ecchi']",203000.0,6.57
1025,"['Action', 'Fantasy']",203000.0,7.20
2512,"['Action', 'Fantasy']",203000.0,6.28
2254,"['Comedy', 'Drama', 'Romance']",202000.0,7.48
1839,"['Drama', 'Mystery', 'Suspense']",202000.0,7.42
2513,['Comedy'],202000.0,7.28
2147,['Drama'],202000.0,7.04
994,"['Action', 'Adventure', 'Fantasy', 'SciFi']",201000.0,7.29
1561,"['Drama', 'Romance']",201000.0,7.14
310,"['Action', 'Comedy', 'Fantasy']",199000.0,7.18
427,"['Comedy', 'Drama', 'Romance', 'SliceofLife']",199000.0,7.85
1455,"['Comedy', 'Mystery', 'Romance', 'Ecchi']",198000.0,6.53
1796,"['Action', 'Ecchi']",198000.0,6.39
2208,"['Action', 'Comedy', 'Romance', 'Supernatural']",197000.0,6.66
2767,"['Comedy', 'SliceofLife']",196000.0,7.48
995,"['Comedy', 'Romance', 'Ecchi']",196000.0,6.72
2940,"['Action', 'Fantasy']",196000.0,6.25
1456,"['Action', 'Fantasy', 'Romance']",196000.0,6.26
1754,"['Action', 'Comedy', 'Supernatural', 'Ecchi']",195000.0,5.89
311,"['Action', 'Comedy', 'Drama']",194000.0,7.41
1663,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']",192000.0,7.18
2255,"['Comedy', 'Gourmet', 'Romance', 'SliceofLife']",192000.0,6.96
2408,"['Action', 'Mystery']",191000.0,7.70
2456,"['Action', 'Adventure', 'Fantasy']",190000.0,6.87
833,['Sports'],190000.0,7.66
1612,"['Comedy', 'Romance']",189000.0,7.32
1305,"['Comedy', 'Romance']",189000.0,7.04
2818,"['Fantasy', 'SliceofLife']",188000.0,7.10
1457,['Action'],188000.0,7.96
1173,"['Comedy', 'Romance', 'SciFi', 'Ecchi']",187000.0,6.59
966,['Comedy'],186000.0,7.32
1089,"['Comedy', 'SliceofLife']",186000.0,7.42
1664,"['Action', 'SciFi']",185000.0,7.39
2031,"['Mystery', 'SciFi']",185000.0,6.90
83,"['Adventure', 'Comedy', 'Drama', 'Fantasy']",185000.0,7.63
1989,['SliceofLife'],185000.0,8.19
1935,"['Comedy', 'Romance']",185000.0,7.33
2257,"['Action', 'Adventure', 'SliceofLife']",184000.0,7.60
2256,"['Action', 'Fantasy', 'SciFi']",184000.0,6.94
2209,"['Action', 'Supernatural']",184000.0,6.82
1380,"['Comedy', 'Romance', 'SliceofLife']",184000.0,7.28
2514,"['Action', 'Comedy', 'SciFi']",184000.0,8.81
2986,"['Comedy', 'Fantasy', 'Romance', 'Ecchi']",184000.0,6.53
1755,"['Comedy', 'Romance']",183000.0,6.38
834,"['Action', 'Adventure']",183000.0,7.84
2347,"['Adventure', 'Fantasy']",181000.0,6.64
2724,"['Comedy', 'GirlsLove', 'SliceofLife']",181000.0,7.31
1255,"['Action', 'Adventure', 'Fantasy']",180000.0,6.88
694,"['Drama', 'Romance']",180000.0,7.14
1411,"['Comedy', 'SciFi', 'SliceofLife']",179000.0,8.50
2258,"['Action', 'Comedy', 'SciFi']",179000.0,8.53
1458,"['Adventure', 'Comedy', 'Fantasy']",179000.0,7.74
2210,"['Action', 'Adventure']",179000.0,7.71
212,"['Action', 'Drama', 'SciFi']",179000.0,7.40
373,"['Action', 'Comedy', 'Ecchi']",179000.0,6.89
262,"['Action', 'Comedy', 'Fantasy', 'Romance']",179000.0,7.17
2515,"['Comedy', 'SliceofLife']",178000.0,6.86
2032,"['Adventure', 'Comedy', 'SciFi']",178000.0,7.65
2683,"['Drama', 'Sports']",178000.0,7.59
2682,"['Comedy', 'Fantasy']",178000.0,6.62
2854,"['Comedy', 'Fantasy']",178000.0,7.99
2681,['Sports'],178000.0,7.28
759,"['Drama', 'SciFi']",178000.0,7.63
2902,['Comedy'],177000.0,6.97
1613,"['Adventure', 'SciFi']",177000.0,7.30
2348,"['Action', 'Comedy', 'Supernatural', 'Ecchi']",177000.0,7.05
1700,"['Fantasy', 'Horror']",177000.0,3.30
1701,"['Comedy', 'Romance', 'Ecchi']",177000.0,6.77
2684,"['Action', 'Drama', 'SciFi']",177000.0,6.86
1256,['Suspense'],176000.0,8.25
2,"['Horror', 'Mystery', 'Supernatural']",176000.0,7.72
213,"['Action', 'Drama', 'SciFi']",176000.0,7.84
1350,"['Action', 'Adventure']",176000.0,7.91
2211,"['Action', 'Supernatural']",176000.0,6.48
481,"['Action', 'Adventure', 'Fantasy', 'Romance', 'Supernatural']",175000.0,7.55
760,"['Drama', 'Fantasy', 'Romance']",175000.0,7.60
1493,"['Action', 'Fantasy', 'Supernatural']",175000.0,7.73
2725,"['Comedy', 'SliceofLife']",174000.0,7.74
482,"['Action', 'Supernatural']",174000.0,7.30
1614,"['Comedy', 'SliceofLife']",174000.0,7.24
1198,"['Comedy', 'Drama', 'Romance', 'SliceofLife']",174000.0,7.67
174,"['Adventure', 'Fantasy', 'Mystery', 'SciFi']",174000.0,6.95
1459,"['Comedy', 'GirlsLove']",173000.0,7.83
2300,['Drama'],173000.0,8.74
1665,"['Comedy', 'Supernatural']",173000.0,7.56
2516,"['Drama', 'Mystery', 'Supernatural']",172000.0,7.00
967,"['Action', 'Adventure', 'Fantasy']",172000.0,6.68
869,"['Action', 'GirlsLove', 'Horror', 'SciFi', 'Supernatural']",172000.0,7.28
1615,['Romance'],172000.0,5.98
2409,"['Comedy', 'Sports']",172000.0,6.97
483,['Sports'],171000.0,7.92
2517,"['Action', 'SciFi', 'Ecchi']",171000.0,6.57
835,"['BoysLove', 'Comedy', 'Drama', 'Romance']",171000.0,7.73
1351,"['Drama', 'Mystery', 'SciFi']",171000.0,7.32
1562,"['Comedy', 'SciFi']",171000.0,7.23
1199,"['Action', 'Fantasy', 'SciFi']",171000.0,7.03
1090,"['Action', 'Comedy', 'Ecchi']",170000.0,6.78
428,"['Comedy', 'Romance', 'Supernatural']",170000.0,7.12
1200,"['Action', 'Comedy', 'Supernatural', 'Ecchi']",170000.0,6.60
1797,"['Comedy', 'Supernatural']",170000.0,7.14
2212,['SliceofLife'],170000.0,7.38
50,['Sports'],170000.0,7.87
2768,"['Comedy', 'SliceofLife']",170000.0,7.39
2627,"['Action', 'Comedy', 'SciFi']",170000.0,8.89
2628,['Fantasy'],170000.0,5.70
2941,"['Fantasy', 'SliceofLife']",169000.0,8.13
2457,"['Action', 'Adventure']",168000.0,8.23
2099,"['Comedy', 'SliceofLife']",168000.0,7.05
1756,"['Action', 'Adventure', 'Comedy', 'Fantasy']",168000.0,7.67
312,"['Comedy', 'SliceofLife']",168000.0,7.64
2349,"['Drama', 'SliceofLife', 'Supernatural']",168000.0,8.63
2987,"['Comedy', 'Fantasy', 'Ecchi']",167000.0,5.50
2034,"['Drama', 'SliceofLife', 'Supernatural']",167000.0,8.57
157,"['Drama', 'Romance', 'SciFi']",167000.0,7.12
996,"['Comedy', 'GirlsLove']",167000.0,7.02
2033,['Action'],167000.0,6.75
2100,['Sports'],166000.0,6.91
1525,"['Comedy', 'SliceofLife']",166000.0,7.31
1257,"['Comedy', 'Romance', 'Ecchi']",166000.0,6.71
2629,['Sports'],165000.0,7.61
1227,"['Action', 'Romance', 'Supernatural']",165000.0,6.64
2855,"['GirlsLove', 'Romance', 'SliceofLife']",165000.0,7.10
536,"['Action', 'Comedy', 'Fantasy', 'Supernatural']",165000.0,7.31
2726,['Romance'],165000.0,7.67
695,"['Comedy', 'SliceofLife']",164000.0,7.66
263,"['Action', 'Adventure', 'SciFi']",164000.0,7.80
1798,"['Action', 'Comedy', 'SciFi', 'Supernatural']",163000.0,6.55
1840,['Comedy'],162000.0,7.95
937,"['Action', 'SciFi', 'Ecchi']",162000.0,6.96
2518,"['Action', 'Drama', 'Romance', 'SciFi']",162000.0,6.20
1563,"['Action', 'Supernatural']",161000.0,6.85
2350,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror', 'Supernatural']",161000.0,6.56
1412,"['Comedy', 'SciFi', 'SliceofLife']",161000.0,7.67
1841,"['Mystery', 'SciFi']",160000.0,7.25
898,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Supernatural']",160000.0,7.27
1143,"['Action', 'Drama', 'Supernatural']",160000.0,7.38
1460,"['Comedy', 'SliceofLife']",160000.0,7.46
1799,"['Comedy', 'Drama', 'Mystery']",160000.0,7.36
2101,"['Action', 'Fantasy', 'SciFi']",160000.0,5.55
1702,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",160000.0,6.21
2685,"['Comedy', 'Fantasy']",160000.0,6.79
1800,"['Romance', 'SliceofLife', 'Supernatural']",159000.0,5.42
836,"['Comedy', 'Supernatural']",159000.0,7.29
374,"['Action', 'Drama']",159000.0,8.15
1564,['Action'],159000.0,7.14
2564,"['Comedy', 'Romance']",158000.0,6.84
135,"['Action', 'Drama', 'Romance', 'SciFi']",158000.0,7.75
611,"['Action', 'Drama', 'Fantasy', 'SciFi']",158000.0,7.63
1801,"['Action', 'SciFi']",158000.0,6.06
968,"['Comedy', 'Drama', 'Fantasy', 'Romance']",158000.0,7.96
837,"['Drama', 'Mystery', 'Romance', 'Supernatural']",158000.0,8.01
1990,"['Comedy', 'SliceofLife']",158000.0,7.17
1381,['Romance'],157000.0,7.40
1616,"['Comedy', 'Drama', 'Fantasy', 'SliceofLife']",157000.0,7.85
2769,"['Action', 'Fantasy', 'Supernatural']",157000.0,5.79
1494,"['Action', 'Drama', 'Romance', 'SciFi', 'Ecchi']",157000.0,6.74
214,"['Action', 'Horror', 'Mystery', 'Romance', 'Supernatural']",156000.0,6.84
375,"['Comedy', 'Drama', 'Romance', 'Ecchi']",156000.0,7.24
1495,"['Comedy', 'Drama', 'Romance', 'SliceofLife', 'Supernatural']",156000.0,8.20
1091,"['Comedy', 'Romance']",156000.0,7.72
2903,['Fantasy'],155000.0,6.18
