index,Anime Genres,Anime Members,Anime Score
1802,"['Comedy', 'SciFi']",155000.0,8.26
2904,"['Comedy', 'SliceofLife']",155000.0,6.74
2035,"['Comedy', 'Romance', 'Ecchi']",155000.0,6.60
2856,"['Adventure', 'Fantasy', 'SliceofLife']",154000.0,6.96
1026,['Action'],154000.0,7.34
199,"['Comedy', 'Drama', 'Fantasy', 'Mystery', 'Romance']",154000.0,8.13
1703,"['Comedy', 'Romance', 'Supernatural']",154000.0,7.20
1306,"['Action', 'Supernatural']",154000.0,7.95
1118,"['SciFi', 'SliceofLife']",153000.0,7.54
1461,['SliceofLife'],153000.0,7.30
537,"['Horror', 'Mystery', 'Supernatural']",153000.0,7.89
405,"['Action', 'Drama', 'Horror', 'SciFi', 'Supernatural', 'Ecchi']",153000.0,7.04
838,"['Action', 'Adventure', 'Drama', 'SciFi']",153000.0,7.51
538,['Comedy'],152000.0,7.73
612,"['Comedy', 'Romance']",152000.0,7.99
292,['Ecchi'],152000.0,6.40
2410,"['BoysLove', 'Drama', 'Romance', 'SliceofLife']",151000.0,7.33
2519,"['Comedy', 'Gourmet']",151000.0,6.83
456,"['Comedy', 'Romance', 'Supernatural']",151000.0,7.33
2301,"['Action', 'Adventure', 'Fantasy']",151000.0,7.32
1803,"['Action', 'Comedy', 'Fantasy']",151000.0,7.24
429,"['Fantasy', 'SciFi', 'SliceofLife']",151000.0,7.68
2302,"['Drama', 'Fantasy', 'Mystery']",150000.0,7.67
2686,"['Action', 'SciFi']",150000.0,6.29
1666,"['Action', 'Comedy', 'Fantasy', 'Romance']",150000.0,6.45
2036,"['Action', 'Fantasy', 'Supernatural', 'Suspense']",149000.0,6.96
2351,"['Fantasy', 'SciFi']",149000.0,6.45
1936,"['Action', 'Adventure', 'Ecchi']",148000.0,6.32
2630,['Sports'],148000.0,6.86
1201,"['BoysLove', 'Comedy', 'Drama', 'Romance']",148000.0,7.87
1202,"['Drama', 'Romance']",147000.0,7.04
2411,"['Drama', 'GirlsLove', 'Romance']",147000.0,5.34
1937,"['Comedy', 'Romance']",147000.0,6.88
175,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy']",147000.0,7.15
2037,['Comedy'],147000.0,7.42
1895,"['Fantasy', 'Romance']",147000.0,6.19
1617,"['Action', 'Comedy', 'Fantasy', 'SciFi', 'Supernatural']",146000.0,6.93
1804,"['Action', 'Comedy']",146000.0,7.35
839,"['Comedy', 'Romance', 'Ecchi']",146000.0,6.40
1307,"['Comedy', 'Drama']",146000.0,7.61
2520,"['Drama', 'Horror', 'Mystery', 'Supernatural']",145000.0,6.40
2687,"['Drama', 'Romance']",145000.0,8.43
840,"['Action', 'Comedy', 'Supernatural']",145000.0,6.80
1842,"['Action', 'SciFi']",145000.0,7.26
1203,"['Mystery', 'Supernatural']",144000.0,7.36
2521,"['Action', 'Mystery']",144000.0,7.38
1896,"['Comedy', 'Fantasy', 'Romance']",144000.0,7.12
1496,"['Action', 'SciFi']",143000.0,7.36
2905,"['Drama', 'Suspense']",143000.0,6.79
1667,"['Drama', 'Fantasy', 'SliceofLife']",143000.0,7.37
1618,"['Drama', 'Romance', 'SliceofLife']",143000.0,6.85
2565,"['Drama', 'Gourmet', 'Romance', 'Supernatural']",143000.0,7.53
2102,"['SciFi', 'Sports']",142000.0,6.65
1382,"['Action', 'Adventure']",142000.0,6.76
2819,"['Adventure', 'Comedy']",142000.0,6.60
2148,"['Action', 'Adventure', 'Comedy']",142000.0,7.55
2352,"['Fantasy', 'Ecchi']",142000.0,5.74
1704,"['Action', 'Ecchi']",142000.0,6.15
176,"['Comedy', 'Fantasy', 'Romance', 'SciFi']",141000.0,7.05
406,"['Comedy', 'Romance', 'SciFi', 'Ecchi']",141000.0,6.57
2820,"['Comedy', 'SliceofLife']",141000.0,7.65
841,"['Action', 'Drama', 'SciFi']",141000.0,8.09
1308,"['Action', 'Mystery', 'Supernatural']",141000.0,7.24
2259,"['Fantasy', 'GirlsLove', 'SliceofLife']",140000.0,7.51
899,"['Action', 'Romance', 'SciFi']",140000.0,7.90
1526,"['Action', 'Supernatural']",140000.0,7.49
1757,['Sports'],140000.0,7.81
696,"['Mystery', 'SciFi', 'Supernatural']",140000.0,7.42
2353,"['Comedy', 'SliceofLife']",139000.0,7.39
407,"['Comedy', 'Fantasy', 'Romance', 'Ecchi']",139000.0,6.39
2770,"['Action', 'Adventure', 'Fantasy']",139000.0,6.10
761,"['Adventure', 'Comedy', 'Drama', 'Mystery', 'SciFi']",138000.0,8.06
2303,"['Action', 'Comedy', 'Supernatural', 'Ecchi']",138000.0,6.51
2821,"['Fantasy', 'Mystery', 'Supernatural']",138000.0,7.38
1619,"['Comedy', 'Supernatural']",138000.0,6.55
900,"['Adventure', 'Mystery', 'Romance', 'SciFi']",138000.0,8.14
2771,"['Drama', 'SciFi']",138000.0,6.58
2458,"['BoysLove', 'Comedy', 'Drama']",138000.0,7.41
1897,"['Action', 'Comedy', 'Romance', 'Supernatural', 'Ecchi']",138000.0,5.99
1758,"['Fantasy', 'Romance', 'Supernatural']",137000.0,7.02
1063,"['Action', 'Comedy', 'SciFi', 'Ecchi']",137000.0,7.24
2354,"['Mystery', 'Supernatural']",137000.0,7.34
1668,"['Action', 'Fantasy', 'Supernatural']",137000.0,7.36
1706,"['Comedy', 'SliceofLife']",137000.0,8.28
1258,"['Comedy', 'Fantasy', 'Romance', 'Ecchi']",137000.0,6.52
1705,"['Action', 'Comedy', 'Fantasy']",137000.0,7.06
215,"['Drama', 'Romance', 'SliceofLife']",136000.0,7.19
484,"['Action', 'BoysLove', 'Drama', 'Fantasy', 'Mystery', 'Romance', 'Supernatural']",135000.0,6.78
177,"['Action', 'Adventure', 'Fantasy', 'Supernatural']",135000.0,8.03
2688,"['Mystery', 'Suspense']",135000.0,6.76
2566,"['Comedy', 'SliceofLife']",134000.0,7.38
807,"['Action', 'Horror', 'Supernatural']",134000.0,6.85
2149,"['BoysLove', 'Comedy', 'Drama', 'Romance', 'SliceofLife']",134000.0,6.89
2213,['Sports'],134000.0,7.17
1144,"['Comedy', 'Romance']",133000.0,6.67
1352,"['Action', 'Comedy', 'Ecchi']",133000.0,7.41
2631,"['Comedy', 'SliceofLife']",133000.0,6.80
2632,"['Comedy', 'Ecchi']",133000.0,6.94
2214,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Supernatural']",133000.0,7.50
2150,"['Action', 'SciFi']",133000.0,7.15
457,"['Comedy', 'Fantasy', 'Romance', 'Supernatural', 'Ecchi']",133000.0,6.94
901,"['Comedy', 'Drama', 'Mystery', 'Supernatural']",133000.0,8.22
2857,"['Action', 'Adventure']",133000.0,8.45
613,"['Drama', 'GirlsLove', 'Romance']",132000.0,7.28
1228,"['Action', 'Supernatural']",132000.0,6.92
1991,"['Action', 'Comedy', 'Fantasy', 'SliceofLife']",131000.0,7.19
2355,"['Comedy', 'SliceofLife']",130000.0,7.47
216,['Comedy'],129000.0,7.91
1497,"['Romance', 'Sports', 'Ecchi']",129000.0,6.32
1259,"['Action', 'Supernatural', 'Ecchi']",129000.0,6.32
938,"['Comedy', 'Romance']",129000.0,7.21
902,['Action'],129000.0,7.42
2459,['Sports'],129000.0,7.63
2260,['Action'],129000.0,5.38
1669,['Sports'],128000.0,8.08
1413,"['Action', 'Drama', 'Horror', 'Romance', 'SciFi', 'Supernatural']",128000.0,6.85
1843,"['Action', 'Fantasy', 'GirlsLove', 'Ecchi']",128000.0,6.06
313,"['Action', 'Adventure', 'Comedy', 'SciFi', 'Ecchi']",128000.0,7.39
1670,['Romance'],128000.0,6.87
51,"['Comedy', 'Supernatural']",128000.0,8.08
1092,"['Horror', 'Mystery', 'Supernatural']",127000.0,7.32
1309,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",127000.0,6.53
1938,"['Comedy', 'Romance', 'SliceofLife']",127000.0,6.72
1527,"['Action', 'Comedy', 'Ecchi']",127000.0,6.29
2151,"['Comedy', 'Drama', 'Mystery']",126000.0,6.49
870,['Comedy'],126000.0,7.90
1027,"['Action', 'Romance']",126000.0,7.58
1353,"['Action', 'Drama']",126000.0,8.08
1498,"['Action', 'Comedy']",126000.0,6.88
1939,['Sports'],125000.0,8.30
2038,"['Action', 'Drama', 'SciFi']",125000.0,8.23
2304,"['Mystery', 'SciFi', 'Supernatural']",125000.0,6.33
408,['SciFi'],124000.0,7.45
1671,"['Comedy', 'SliceofLife']",124000.0,7.19
2634,"['Drama', 'SciFi']",124000.0,6.32
2858,"['Adventure', 'Comedy', 'Fantasy']",124000.0,7.21
2633,"['Action', 'Fantasy', 'SciFi']",124000.0,6.10
2152,"['Action', 'Adventure', 'Comedy', 'Supernatural']",124000.0,7.91
2039,"['Fantasy', 'SliceofLife']",123000.0,7.75
1707,"['Comedy', 'Fantasy', 'Supernatural']",123000.0,7.78
2305,"['Comedy', 'Fantasy', 'SliceofLife']",123000.0,7.12
2689,"['Drama', 'SliceofLife', 'Sports']",123000.0,8.47
1229,"['Drama', 'Romance', 'SliceofLife']",122000.0,7.71
1119,"['Comedy', 'Romance']",122000.0,8.24
2772,"['Action', 'Fantasy', 'Supernatural']",122000.0,7.50
2522,"['Comedy', 'SliceofLife', 'Supernatural']",122000.0,7.47
1844,['Comedy'],121000.0,7.79
2690,['Comedy'],121000.0,7.98
1672,"['Action', 'Supernatural']",120000.0,7.50
2988,"['Action', 'Comedy', 'Supernatural', 'Ecchi']",120000.0,5.75
2103,"['Romance', 'SliceofLife']",120000.0,7.68
2460,"['Comedy', 'Romance', 'Ecchi']",120000.0,4.88
2942,['Comedy'],120000.0,7.27
842,"['Comedy', 'Romance', 'SliceofLife']",119000.0,8.14
2215,"['Comedy', 'Supernatural']",119000.0,7.42
1260,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Gourmet']",119000.0,7.52
16,"['AvantGarde', 'Drama', 'Horror', 'Mystery', 'Supernatural']",119000.0,7.15
2822,"['Action', 'Drama', 'Fantasy']",119000.0,6.40
997,"['Comedy', 'Fantasy', 'Romance', 'Ecchi']",119000.0,6.13
1499,"['Action', 'Comedy', 'Supernatural']",118000.0,7.47
871,"['Fantasy', 'SciFi', 'SliceofLife']",118000.0,8.49
2823,"['Comedy', 'Drama']",118000.0,6.88
2567,['Sports'],118000.0,7.30
1759,"['Action', 'Adventure', 'Fantasy']",118000.0,6.05
843,"['Adventure', 'Drama', 'Fantasy']",118000.0,7.28
1845,"['Fantasy', 'Romance']",118000.0,6.24
845,"['Action', 'Horror', 'Supernatural']",117000.0,7.20
1992,"['Drama', 'Romance', 'SciFi']",117000.0,6.98
2306,['SliceofLife'],117000.0,5.57
844,"['Adventure', 'Fantasy', 'Romance']",117000.0,7.22
1028,"['Drama', 'Romance', 'Sports']",117000.0,8.39
264,"['Adventure', 'Comedy', 'Supernatural']",116000.0,7.54
1500,"['Action', 'SciFi']",116000.0,6.47
1093,"['Romance', 'Supernatural']",116000.0,7.44
2943,"['Drama', 'SliceofLife']",116000.0,7.18
998,['Action'],116000.0,7.14
2216,"['Action', 'Comedy', 'Fantasy']",116000.0,7.52
1846,"['Comedy', 'GirlsLove']",116000.0,7.92
74,"['Action', 'Sports']",116000.0,7.46
136,"['Action', 'Comedy', 'Drama', 'Mystery', 'Supernatural']",116000.0,7.59
2568,"['Adventure', 'Comedy', 'Drama']",115000.0,7.31
1805,"['Comedy', 'SliceofLife', 'Ecchi']",115000.0,5.90
2461,"['Action', 'Adventure', 'Drama', 'Mystery']",115000.0,7.13
969,"['Adventure', 'Fantasy', 'Supernatural']",115000.0,7.62
2906,"['Drama', 'SliceofLife']",115000.0,7.59
1673,"['Adventure', 'Comedy', 'Romance']",115000.0,7.86
1565,"['Romance', 'Ecchi']",115000.0,6.19
3,"['BoysLove', 'Comedy']",114000.0,6.95
2412,"['Action', 'Fantasy']",114000.0,6.74
293,"['Comedy', 'Romance', 'SliceofLife', 'Ecchi']",113000.0,6.16
2307,"['Action', 'Adventure', 'Fantasy']",113000.0,6.57
614,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'Romance', 'Supernatural']",113000.0,7.58
2356,"['Drama', 'Romance']",113000.0,6.97
903,"['Adventure', 'Comedy', 'Fantasy']",113000.0,7.15
999,"['Drama', 'Romance']",113000.0,6.50
1993,"['BoysLove', 'Comedy', 'Drama', 'Romance']",113000.0,7.65
1383,['Comedy'],113000.0,6.85
1940,"['Action', 'SciFi']",113000.0,7.73
808,"['Action', 'Drama']",113000.0,7.38
158,"['Action', 'Drama', 'Mystery', 'Romance', 'SciFi']",112000.0,7.40
1994,['Mystery'],112000.0,6.59
1094,"['Comedy', 'Romance', 'Supernatural']",112000.0,6.68
2357,"['Adventure', 'Mystery']",112000.0,7.10
872,"['Comedy', 'Romance', 'Ecchi']",112000.0,7.13
1528,"['Action', 'Comedy', 'Fantasy']",112000.0,7.30
2040,"['Drama', 'Romance', 'SliceofLife']",111000.0,7.62
2462,"['Action', 'Adventure', 'Fantasy', 'Romance']",111000.0,4.60
485,"['Action', 'Adventure', 'Comedy', 'Drama', 'Supernatural']",111000.0,7.73
2523,"['Adventure', 'Comedy', 'Fantasy', 'Romance']",111000.0,7.65
486,"['Comedy', 'Romance', 'Ecchi']",110000.0,6.63
2727,"['Fantasy', 'Supernatural']",110000.0,6.66
1620,"['Comedy', 'Fantasy', 'Mystery', 'Supernatural']",110000.0,7.02
1995,"['Comedy', 'SliceofLife']",110000.0,6.51
510,"['Drama', 'Romance', 'Sports']",110000.0,7.19
1708,"['Comedy', 'SliceofLife']",110000.0,6.34
2463,"['Comedy', 'GirlsLove', 'SliceofLife']",110000.0,6.90
1029,"['Action', 'Comedy', 'Romance']",110000.0,7.68
314,"['Action', 'Comedy', 'Drama', 'Fantasy', 'GirlsLove', 'Romance']",110000.0,7.43
2041,"['Drama', 'Mystery', 'SciFi']",110000.0,6.24
2859,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Supernatural']",110000.0,6.71
1384,"['Action', 'SciFi']",110000.0,7.02
2635,['Comedy'],109000.0,7.45
2464,['Sports'],109000.0,7.56
578,"['Comedy', 'Drama', 'Romance']",109000.0,7.29
1529,"['Action', 'Fantasy', 'Supernatural']",109000.0,7.40
615,"['Action', 'SciFi']",109000.0,7.23
1621,['Action'],108000.0,8.34
1095,"['Action', 'Romance']",108000.0,7.20
1566,"['Comedy', 'Romance']",108000.0,7.19
2824,"['Action', 'Fantasy', 'SciFi']",108000.0,6.71
2728,['Comedy'],108000.0,6.58
2308,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Supernatural']",107000.0,7.20
2261,['SliceofLife'],107000.0,7.57
1414,"['Fantasy', 'Romance', 'Supernatural']",107000.0,6.71
1354,"['Action', 'Comedy', 'Fantasy']",107000.0,7.16
200,"['Action', 'Drama', 'Mystery', 'Supernatural']",107000.0,7.26
2465,"['Comedy', 'SliceofLife']",106000.0,7.29
487,"['Action', 'Mystery']",106000.0,7.32
697,"['Comedy', 'Drama', 'Ecchi']",106000.0,6.73
2860,"['Drama', 'Mystery']",106000.0,6.87
762,"['Action', 'SciFi']",106000.0,7.53
2825,['Comedy'],106000.0,7.71
2104,"['Action', 'Drama', 'SciFi']",106000.0,6.75
1568,"['Action', 'Fantasy', 'Romance']",106000.0,6.69
1567,['Fantasy'],106000.0,6.57
1674,"['Comedy', 'Fantasy']",105000.0,6.97
1806,"['Comedy', 'SliceofLife']",105000.0,7.32
178,"['Comedy', 'Drama', 'Romance', 'SliceofLife']",105000.0,7.11
1996,"['Action', 'Fantasy', 'Supernatural']",105000.0,5.63
84,"['Action', 'Drama', 'Mystery']",105000.0,7.29
2636,"['Comedy', 'Supernatural']",105000.0,6.99
2217,"['Comedy', 'Romance']",105000.0,5.50
376,"['Adventure', 'Comedy', 'Fantasy']",105000.0,7.65
539,"['Action', 'Adventure', 'Comedy', 'Supernatural']",104000.0,7.60
1847,"['Action', 'Drama', 'Fantasy']",104000.0,7.26
1848,"['Action', 'Adventure', 'Fantasy']",104000.0,5.84
2042,['Sports'],104000.0,7.05
2358,"['Adventure', 'Fantasy']",104000.0,6.22
1204,"['Action', 'Mystery']",104000.0,7.18
2105,"['Action', 'Fantasy']",104000.0,6.06
1675,"['Drama', 'Fantasy', 'SliceofLife']",103000.0,6.76
179,"['Comedy', 'Drama', 'Romance', 'Supernatural']",103000.0,7.94
2359,['SciFi'],103000.0,6.75
2637,"['SliceofLife', 'Sports']",102000.0,6.66
1385,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Romance', 'SciFi']",102000.0,7.09
668,"['Drama', 'Romance', 'SliceofLife']",101000.0,8.22
430,"['Action', 'Comedy', 'Drama']",101000.0,7.62
1174,"['Comedy', 'SliceofLife']",101000.0,7.54
2043,"['Action', 'Supernatural']",101000.0,5.48
1064,['Comedy'],101000.0,7.88
1569,"['Comedy', 'SliceofLife']",100000.0,7.37
315,"['Action', 'Drama', 'Romance', 'SciFi']",100000.0,7.19
1462,"['Action', 'Adventure', 'Fantasy']",99000.0,7.02
1622,"['AvantGarde', 'Horror', 'Supernatural']",99000.0,7.01
2153,['Action'],99000.0,7.30
2360,"['Comedy', 'SliceofLife']",99000.0,6.77
2154,"['Comedy', 'SliceofLife']",99000.0,7.63
540,"['Action', 'Comedy', 'Fantasy', 'Supernatural']",99000.0,7.11
2309,['Action'],99000.0,5.28
1175,"['Comedy', 'Mystery', 'SciFi', 'Supernatural']",99000.0,7.05
377,"['Comedy', 'Drama', 'Romance']",99000.0,7.45
316,"['Action', 'Comedy', 'Drama']",98000.0,7.41
846,['Comedy'],98000.0,7.41
847,"['Mystery', 'Supernatural']",98000.0,7.62
2044,['SliceofLife'],98000.0,6.83
763,"['Action', 'Fantasy']",98000.0,6.40
1030,"['Action', 'Supernatural']",97000.0,6.91
1530,"['Action', 'Comedy', 'Mystery', 'Supernatural']",97000.0,7.26
764,"['Drama', 'Romance', 'SliceofLife', 'Supernatural']",97000.0,7.18
1898,"['Drama', 'Fantasy', 'GirlsLove']",96000.0,7.05
579,"['Comedy', 'Drama', 'Romance']",96000.0,7.48
2155,"['Adventure', 'Fantasy']",96000.0,5.60
1710,"['Action', 'SciFi']",96000.0,6.65
765,"['Comedy', 'Fantasy', 'Romance', 'Ecchi']",96000.0,7.23
1709,"['Adventure', 'Drama', 'Romance']",96000.0,7.16
2691,"['Action', 'Adventure', 'Fantasy']",96000.0,7.58
2466,"['Comedy', 'GirlsLove', 'SliceofLife', 'Supernatural']",96000.0,7.09
1261,"['Comedy', 'SliceofLife']",96000.0,6.94
458,"['Drama', 'Romance', 'SliceofLife']",95000.0,6.95
1849,"['Action', 'GirlsLove']",95000.0,6.20
1031,"['Comedy', 'Romance']",95000.0,7.28
52,"['Adventure', 'Comedy', 'Fantasy', 'Romance']",95000.0,7.22
766,"['Comedy', 'Sports']",95000.0,7.90
431,['Suspense'],95000.0,7.93
698,"['Comedy', 'Fantasy', 'Ecchi']",94000.0,6.67
1145,"['Adventure', 'BoysLove', 'Drama', 'Fantasy']",94000.0,7.22
541,"['Comedy', 'Drama', 'Romance']",94000.0,7.43
317,"['Comedy', 'Drama', 'Sports']",94000.0,8.23
318,['Comedy'],94000.0,7.63
217,"['Comedy', 'Drama', 'Romance', 'Ecchi']",93000.0,6.75
873,['Romance'],93000.0,7.01
1065,"['GirlsLove', 'Romance', 'SliceofLife']",93000.0,7.11
1570,"['Action', 'Comedy', 'Ecchi']",93000.0,6.72
201,"['Drama', 'Romance', 'SciFi']",92000.0,7.15
1205,"['Comedy', 'SliceofLife']",92000.0,7.48
848,"['Action', 'Drama', 'Horror', 'Romance', 'SciFi']",92000.0,6.88
1415,"['Action', 'Adventure', 'Drama', 'SciFi']",92000.0,6.66
319,"['Comedy', 'Gourmet']",92000.0,7.92
488,"['Adventure', 'Comedy', 'Fantasy', 'Romance']",92000.0,7.26
511,"['Comedy', 'SliceofLife']",92000.0,7.64
2524,"['Comedy', 'SliceofLife']",92000.0,7.42
1032,"['Action', 'Adventure', 'Fantasy', 'Ecchi']",91000.0,6.14
2944,"['Action', 'Comedy', 'Supernatural', 'Ecchi']",91000.0,7.46
265,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'SciFi']",90000.0,7.38
939,"['Action', 'Comedy', 'SciFi']",90000.0,7.43
1463,"['Action', 'SciFi']",90000.0,7.09
2569,['Action'],90000.0,7.58
616,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']",90000.0,7.90
1230,"['Comedy', 'SciFi']",90000.0,7.42
2413,"['Romance', 'SliceofLife']",90000.0,6.28
2106,"['Comedy', 'Fantasy']",90000.0,7.06
1033,['SliceofLife'],89000.0,7.46
2218,"['Comedy', 'SliceofLife']",89000.0,7.24
1760,"['Action', 'Fantasy']",89000.0,7.25
1501,['Action'],89000.0,7.27
542,"['Adventure', 'Comedy', 'Fantasy', 'Romance', 'Supernatural', 'Ecchi']",89000.0,6.96
1416,"['Action', 'Comedy']",88000.0,7.16
2907,"['Mystery', 'Supernatural']",88000.0,6.45
1417,"['Comedy', 'SliceofLife']",88000.0,7.91
1676,"['Drama', 'Romance', 'SciFi']",88000.0,6.74
1310,"['Comedy', 'Romance', 'Ecchi']",87000.0,6.44
904,"['Comedy', 'Drama']",87000.0,7.35
970,['Drama'],87000.0,7.93
874,"['Drama', 'Fantasy', 'Supernatural', 'Suspense']",87000.0,7.47
2107,"['Mystery', 'Romance', 'SliceofLife']",87000.0,6.34
218,"['Adventure', 'Comedy', 'SciFi']",87000.0,7.48
2908,['SliceofLife'],87000.0,7.30
2361,"['Comedy', 'SliceofLife']",87000.0,7.48
699,"['Drama', 'Romance']",87000.0,7.29
2467,"['Action', 'Fantasy']",87000.0,5.33
432,"['Adventure', 'Drama', 'SciFi', 'SliceofLife']",87000.0,7.58
2692,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",87000.0,5.90
459,"['Comedy', 'Fantasy', 'Romance', 'Ecchi']",87000.0,6.62
1899,"['Action', 'Adventure', 'SliceofLife']",86000.0,6.59
1231,"['Comedy', 'Romance', 'Ecchi']",86000.0,6.09
2156,"['Action', 'Drama', 'Horror', 'SciFi']",86000.0,6.67
1502,"['Action', 'Fantasy']",86000.0,6.09
1146,"['Drama', 'Mystery']",86000.0,7.79
2468,"['Comedy', 'Fantasy', 'Romance']",86000.0,7.24
2414,"['Comedy', 'Fantasy', 'SliceofLife']",86000.0,6.44
1941,['Sports'],86000.0,8.02
725,"['Action', 'Drama', 'Fantasy', 'Horror', 'Supernatural']",85000.0,7.08
294,"['Comedy', 'Drama', 'SciFi']",85000.0,6.83
2861,"['Comedy', 'Sports']",85000.0,6.47
1807,"['Adventure', 'Mystery', 'SciFi', 'Supernatural']",85000.0,6.62
1571,"['Action', 'Fantasy', 'Ecchi']",85000.0,7.31
1943,"['Comedy', 'Supernatural']",85000.0,6.89
1942,"['Action', 'Comedy', 'GirlsLove']",85000.0,6.68
700,"['Comedy', 'Sports']",85000.0,7.31
1096,"['Action', 'BoysLove', 'SciFi']",84000.0,6.24
1120,"['Comedy', 'SliceofLife']",84000.0,7.28
1418,"['Comedy', 'Drama', 'Romance', 'SliceofLife']",84000.0,7.94
1262,"['Comedy', 'Drama', 'Romance', 'Ecchi']",84000.0,6.66
1850,"['Action', 'Drama', 'Fantasy', 'Mystery', 'SciFi', 'Supernatural']",84000.0,6.67
2108,"['Adventure', 'Fantasy', 'Romance', 'SciFi']",84000.0,6.56
1097,"['Action', 'Drama', 'Supernatural']",83000.0,7.57
180,"['Comedy', 'Fantasy', 'Ecchi']",83000.0,7.23
2945,"['Action', 'Adventure', 'Fantasy']",83000.0,5.35
1572,"['Comedy', 'SliceofLife']",83000.0,6.66
2310,"['BoysLove', 'Comedy', 'Drama', 'Romance', 'SliceofLife']",83000.0,7.14
543,"['Drama', 'Gourmet', 'SliceofLife']",83000.0,7.34
617,"['Adventure', 'Comedy', 'Drama', 'Fantasy']",82000.0,6.95
1997,"['Comedy', 'Fantasy', 'Ecchi']",82000.0,5.11
1711,"['Action', 'SciFi']",82000.0,7.13
378,"['Drama', 'Romance', 'SliceofLife']",81000.0,7.06
1712,['SliceofLife'],81000.0,6.07
1000,"['Drama', 'Fantasy', 'SliceofLife']",80000.0,8.33
1232,"['Adventure', 'Fantasy', 'SciFi']",80000.0,6.93
905,"['Action', 'SciFi']",80000.0,6.90
4,"['Action', 'SciFi', 'Ecchi']",80000.0,7.17
266,"['Comedy', 'Drama', 'Fantasy']",80000.0,7.91
1851,['Drama'],80000.0,7.22
1176,"['Action', 'SciFi', 'Ecchi']",80000.0,7.29
119,"['Action', 'Adventure', 'Drama', 'SciFi']",79000.0,7.36
2909,"['Comedy', 'SliceofLife']",79000.0,6.88
1900,"['Comedy', 'SliceofLife']",79000.0,6.84
2045,"['Action', 'Drama']",79000.0,7.01
1531,"['Comedy', 'Romance', 'Supernatural']",79000.0,6.67
1464,"['Action', 'Fantasy', 'SciFi']",79000.0,7.50
2570,"['Comedy', 'Fantasy']",79000.0,6.64
701,"['Comedy', 'SliceofLife']",79000.0,7.76
1944,['Comedy'],79000.0,7.03
875,"['Action', 'SciFi']",79000.0,6.53
2773,['Sports'],78000.0,8.26
1311,"['Comedy', 'Sports', 'Ecchi']",78000.0,6.78
2157,"['Comedy', 'SliceofLife']",78000.0,7.29
2693,"['Comedy', 'Drama', 'Mystery']",78000.0,6.89
2046,"['Action', 'Comedy', 'Drama', 'Fantasy', 'SliceofLife']",78000.0,6.83
2262,"['Fantasy', 'Romance']",78000.0,6.66
1465,"['Drama', 'Romance', 'Supernatural']",78000.0,7.27
1945,"['Action', 'Comedy', 'Fantasy']",77000.0,6.81
53,"['Action', 'Drama', 'Fantasy', 'Romance']",77000.0,7.41
2525,"['Comedy', 'SliceofLife']",77000.0,7.02
2947,['Action'],77000.0,8.82
2571,"['Comedy', 'Drama', 'Fantasy']",77000.0,7.31
2729,"['Action', 'Drama']",77000.0,6.33
2946,"['Comedy', 'Drama', 'Romance']",77000.0,7.35
2572,"['Drama', 'SciFi']",76000.0,7.75
1034,"['Action', 'Adventure', 'Fantasy']",76000.0,7.16
2862,"['Action', 'Fantasy']",76000.0,6.46
1901,"['Comedy', 'Gourmet', 'SliceofLife']",76000.0,6.79
726,"['Action', 'Ecchi']",76000.0,6.76
2311,"['Adventure', 'Comedy', 'Fantasy']",76000.0,7.53
2362,['Action'],75000.0,6.44
1312,"['Action', 'SciFi']",75000.0,6.60
971,['Gourmet'],75000.0,7.84
1946,"['Comedy', 'SliceofLife']",75000.0,7.50
767,"['Action', 'Comedy', 'Horror', 'Supernatural']",75000.0,6.99
2774,"['Comedy', 'Romance', 'Ecchi']",75000.0,5.31
618,"['Adventure', 'Fantasy']",75000.0,7.29
619,"['Fantasy', 'SciFi', 'SliceofLife']",74000.0,8.18
2158,"['Comedy', 'SliceofLife']",74000.0,6.96
267,"['Adventure', 'Comedy', 'Romance']",74000.0,7.12
2526,"['Action', 'Fantasy']",74000.0,6.80
1532,"['Adventure', 'Comedy', 'SliceofLife']",74000.0,6.82
489,"['Comedy', 'SliceofLife', 'Ecchi']",74000.0,6.53
1761,"['Comedy', 'GirlsLove']",74000.0,6.54
727,"['Comedy', 'SliceofLife']",74000.0,7.45
1623,"['Action', 'Comedy', 'Drama']",74000.0,7.33
512,"['Action', 'Adventure', 'Drama', 'SciFi']",73000.0,7.26
2730,"['Action', 'SciFi']",73000.0,6.16
2573,"['Action', 'SciFi']",73000.0,6.00
1263,['Sports'],73000.0,6.96
2312,['Sports'],73000.0,7.66
1264,"['Comedy', 'Supernatural']",73000.0,7.52
1001,"['Action', 'Horror', 'Supernatural']",73000.0,7.28
490,"['Action', 'Romance', 'SciFi', 'Supernatural']",73000.0,7.09
